Seattle,47.6578434,-122.4088601
Seattle,47.51282,-122.26593
Seattle,47.5404661,-122.3528901
Seattle,47.7566409,-122.2222129
Bothell,47.697093,-122.188868
Kirkland,47.6427075,-122.2851502
Seattle,47.6955349,-122.1708286
Kirkland,47.5213742,-122.0832539
Issaquah,47.3798202,-122.039415
Maple Valley,47.6691838,-122.2903421
Seattle,47.727243,-122.363662
Seattle,47.348753,-122.2438527
Auburn,47.5440907,-122.3973083
Seattle,47.5571362,-122.1124569
Bellevue,47.416306,-122.4415589
Vashon,47.6516106,-122.3995176
Seattle,47.5136026,-122.1550808
Renton,47.6347357,-122.1845761
Bellevue,47.6730032,-122.3803934
Seattle,47.6791539,-122.3279348
Seattle,47.53761,-122.06917
Issaquah,47.5032399,-122.2979584
Tukwila,47.6052257,-122.3237023
Seattle,47.6673927,-122.1342901
Redmond,47.62067,-122.3488
Seattle,47.7737875,-122.2974819
Lake Forest Park,47.61109,-122.33066
Seattle,47.5686505,-122.2780037
Seattle,47.5579938,-122.0621041
Issaquah,47.6278127,-122.1296659
Bellevue,47.7480386,-122.2991824
Shoreline,47.6653732,-122.3098192
Seattle,47.564104,-122.3524282
Seattle,47.6537137,-122.3520962
Seattle,47.497631,-122.261385
Seattle,47.428091,-122.2927175
SeaTac,47.4612033,-122.1822596
Renton,47.60963,-122.3148
Seattle,47.6859316,-122.1578541
Redmond,47.6096647,-122.1126549
Bellevue,47.3283642,-122.2194046
Auburn,47.286826,-122.162165
Auburn,47.6656763,-122.299898
Seattle,47.6593005,-122.3304861
Seattle,47.6549897,-122.3404154
Seattle,47.6327366,-122.32492
Seattle,47.68255,-122.098
Redmond,47.696615,-122.399286
Seattle,47.6015447,-122.1157407
Bellevue,47.6892347,-122.3033188
Seattle,47.6228521,-122.3106145
Seattle,47.6809309,-122.4010626
Seattle,47.332312,-122.507595
Vashon,47.5918623,-122.3823309
Seattle,47.6816761,-122.4001782
Seattle,47.5822079,-122.2436162
Mercer Island,47.6588519,-122.326819
Seattle,47.7608731,-122.1920764
Bothell,47.6765133,-122.3602295
Seattle,47.742083,-122.290134
Lake Forest Park,47.6849021,-122.3925358
Seattle,47.6882434,-122.2905247
Seattle,47.6462974,-122.2963706
Seattle,47.5943058,-122.1715683
Bellevue,47.4485259,-122.1750073
Renton,47.4486977,-122.1751725
Renton,47.47899,-122.25898
Tukwila,47.6825218,-122.4005431
Seattle,47.6715253,-122.2738615
Seattle,47.6792695,-122.2687116
Seattle,47.5363427,-122.2761154
Seattle,47.702923,-122.308766
Seattle,47.492775,-122.33007
Seattle,47.6882003,-122.2904706
Seattle,47.5402193,-122.3970294
Seattle,47.7307549,-122.3061499
Seattle,47.3282271,-122.2189686
Auburn,47.7523459,-122.0774126
Woodinville,47.6833073,-122.40051
Seattle,47.6598,-122.315523
Seattle,47.6611628,-122.3159062
Seattle,47.6548989,-122.306681
Seattle,47.6611209,-122.3131076
Seattle,47.6613232,-122.3131719
Seattle,47.6831858,-122.4006202
Seattle,47.683891,-122.4005622
Seattle,47.51055,-122.391894
Seattle,47.6322749,-122.3685853
Seattle,47.5369823,-122.0713091
Issaquah,47.7519451,-122.2570172
Kenmore,47.688304,-122.290356
Seattle,47.6612045,-122.3153443
Seattle,47.6612654,-122.3140946
Seattle,47.6304393,-122.1394665
Redmond,47.6336725,-121.9360401
Carnation,47.507048,-122.467975
Vashon,47.6593722,-122.3157469
Seattle,47.681841,-122.4002472
Seattle,47.6611536,-122.3143175
Seattle,47.659703,-122.3131612
Seattle,47.5800615,-122.3928657
Seattle,47.622747,-122.323329
Seattle,47.6832032,-122.400632
Seattle,47.6852826,-122.2893894
Seattle,47.647513,-122.327793
Seattle,47.6830771,-122.4002051
Seattle,47.6251229,-122.3111978
Seattle,47.5918096,-122.382288
Seattle,47.6335752,-122.3120722
Seattle,47.6820038,-122.2686468
Seattle,47.5137337,-122.1588484
Renton,47.617149,-122.3481068
Seattle,47.6522818,-122.1262714
Redmond,47.68153,-122.25054
Seattle,47.6197138,-122.3109457
Seattle,47.6487481,-122.3109117
Seattle,47.7480873,-122.2992664
Shoreline,47.6082395,-122.3321445
Seattle,47.6623926,-122.1352878
Redmond,47.6736702,-122.2890656
Seattle,47.3530205,-121.9813505
Ravensdale,47.4356353,-122.0969009
Renton,47.4629706,-122.1724012
Renton,47.6802118,-121.960001
Carnation,47.7283807,-122.3046318
Seattle,47.6460155,-122.2971431
Seattle,47.6222853,-122.3511111
Seattle,47.6582951,-122.4045235
Seattle,47.73738,-122.29931
Shoreline,47.6361793,-122.3566821
Seattle,47.53764,-122.06923
Issaquah,47.50295,-122.2975078
Tukwila,47.277792,-122.214046
Auburn,47.3699565,-122.2186148
Kent,47.7533464,-122.1569395
